title,video_id,channel_title,publish_time,description,tags,category_id,view_count,like_count,comment_count,duration,definition,privacy_status
Unsolved Mysteries with Robert Stack - Season 12 Episode 4 - Full Episode,vnyRTNag7tA,Unsolved Mysteries - Full Episodes,2019-03-22T22:38:40Z,"This episode includes: Dead Realtor, Telephone Call & UD, Return from Heaven, Baby Killers & UD and UD: Bad Friday.",,24,652135,5021,997,PT43M32S,sd,public
"Unsolved Mysteries with Robert Stack - Season 7, Episode 14 - Full Episode",GVrYpR1ePKs,Unsolved Mysteries - Full Episodes,2019-03-12T21:44:24Z,"This episode includes: Missing Page, Pts. 1 & 2, KC Blast & UD, Fugitive Squirrel and Brief Encounter.",,24,634813,4666,949,PT47M29S,sd,public
"Unsolved Mysteries with Robert Stack - Season 4, Episode 10 - Full Episode",iox57lTnJDc,Unsolved Mysteries - Full Episodes,2019-03-08T22:03:44Z,"This episode includes: Belgian UFO Pts. 1 & 2, UD: I.D. Swap, Brenda's Fire, Philip Breen & UD.",,24,631690,5116,862,PT46M9S,sd,public
"Unsolved Mysteries with Robert Stack - Season 6, Episode 2 - Full Episode",I9DY2yXhHhw,Unsolved Mysteries - Full Episodes,2019-03-11T21:35:52Z,"This episode includes: Mystery Robber (Pts. 1 & 2) & UD, Australian UFO, Lost at Sea and Danny and His Dad.",,24,626997,4575,774,PT45M58S,sd,public
Unsolved Mysteries with Robert Stack - Season 1 Episode 12 - Full Episode,jRAhLWQW69k,Unsolved Mysteries - Full Episodes,2019-03-15T20:42:29Z,"This episode includes: Thank You Philip & UD, Ready Teller Robbery & UD, Geri and Who Am I?",,24,626144,5476,1121,PT47M48S,sd,public
"Unsolved Mysteries with Robert Stack - Season 4, Episode 21 - Full Episode",wh-XEjqj73c,Unsolved Mysteries - Full Episodes,2019-03-08T22:04:19Z,"This episode includes: Slain Swedes, UD: Amelia Eahart 2, Black Market Babies, Bones Knows, UD: Prison Mom, Med Scam & UD.",,24,628191,5130,1014,PT46M59S,sd,public
"Unsolved Mysteries with Robert Stack - Season 7, Episode 13 - Full Episode",MB4A0sj58VU,Unsolved Mysteries - Full Episodes,2019-03-12T21:44:21Z,"This episode includes: Electric Lady, Murder Premonition and James Van Praaght, Pts. 1 & 2.",,24,610568,4345,830,PT45M17S,sd,public
"Unsolved Mysteries with Robert Stack - Season 3, Episode 9 - Full Episode",HouUU5cq46I,Unsolved Mysteries - Full Episodes,2019-03-07T17:37:36Z,"This episode includes: Money Clip Murder & UD, Update: Unknown Arsonist, Louisiana Burning, Epilepsy Pooches, Cowboy Bandit.",,24,611025,4870,1045,PT50M56S,sd,public
Unsolved Mysteries with Robert Stack - Season 11 Episode 8 - Full Episode,MbT5MDe6s50,Unsolved Mysteries - Full Episodes,2019-03-21T21:18:40Z,"This episode includes: Bordeaux Murder, Salsa Swindlers & UD, UD: Hotel Balcony Death, Amber Swartz & UD and UD: Poison Snake.",,24,569141,4203,810,PT42M7S,sd,public
"Unsolved Mysteries with Robert Stack - Season 6, Episode 14 - Full Episode",LcnBEyfBO8k,Unsolved Mysteries - Full Episodes,2019-03-11T21:36:28Z,"This episode includes: Mystery Mummy, Mississippi Hangings, UD: Killer Boyfriend, Baby Girl X & UD and Jeanne Boylan.",,24,568737,4086,1003,PT49M31S,sd,public
"Unsolved Mysteries with Robert Stack - Season 6, Episode 8 - Full Episode",bixLNESECoc,Unsolved Mysteries - Full Episodes,2019-03-11T21:36:08Z,"This episode includes: Kidnapped Executive, Hansen Twin Murder (Pts. 1 & 2) and NATO Soldier's Dad.",,24,562905,4223,1329,PT44M49S,sd,public
