title,video_id,channel_title,channel_id,publish_time,description,tags,category_id,view_count,like_count,comment_count,duration,definition,privacy_status
TV Review - Mad Men Season 1,1NFEZwRzugQ,CultureDTCTV,UCMqtl7obELhEF_gVPfSTKfg,2019-03-04T15:03:43Z,"Mad Men , the thought-provoking and brilliantly written slow burner about life in New York during the 60s , packed with golden quotes and memorable characters .

Favorite Episodes : ""The Wheel"" , ""Nixon vs. Kennedy"" , ""Shoot"" , ""The Hobo Code"" , ""Red In The Face"" , ""Long Weekend"" , ""Indian Summer"" , ""5G"" , ""Babylon""

Least Favs : ""Ladies Room"" , ""Marriage Of Figaro""

8/10

This is just my opinion .","Mad Men,Don Draper,Jon Hamm,Peggy Olson,Elizabeth Moss,Roger Sterling,John Slattery,Joan,Christina Hendricks,Betty Draper,Kieran Shipka,January Jones,AMC,New York",1,33,0,0,PT20M55S,hd,public
Mad Men TV Show Wardrobe Costume Prop Jon Hamm Don Draper Shirt with cuff links,TMSkzQ7FjV0,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-04-10T19:35:43Z,"eBay : https://www.ebay.com/itm/388235314249?mtype=aiv&mkcid=16&mkevt=1&ssspo=-lWmugVxR82&ssuid=-lWmugVxR82&media=YT&mkrid=711-127632-2357-0&widget_ver=freya&sssrc=4256139&jobId=5be53a4d-6622-4c41-8d6f-3f699ed7f6f0
 Step into the world of Mad Men with these authentic wardrobe costume props worn by Jon Hamm as Don Draper! 🎥👔 Add a touch of television history to your collection. #MadMen #JonHamm #TVshowmemorabilia  #DonDraper #Television",,22,111,1,0,PT16S,hd,public
Mad Men TV Show Wardrobe Sally Draper Kiernan Shipka Sleepwear (03),uqYtQ7bxh5Y,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-04-29T16:37:30Z,"eBay : https://www.ebay.com/itm/267223189313?mtype=aiv&mkcid=16&mkevt=1&ssspo=-lWmugVxR82&ssuid=-lWmugVxR82&media=YT&widget_ver=freya&mkrid=711-127632-2357-0&sssrc=4256139&jobId=3d35009b-f204-4f21-af84-d89c42b26fca
Shop authentic wardrobe pieces from the iconic Mad Men TV show featuring Kiernan Shipka as Sally Draper! 📺👗 Don't miss out on these original pieces worn on screen! #MadMen #KiernanShipka #TVShowWardrobe 

Mad Men is a critically acclaimed TV show that aired from 2007 to 2015. Created by Matthew Weiner, it explores the lives of advertising professionals in 1960s New York, focusing on themes like identity, ambition, and societal change. The show won numerous awards, including multiple Emmys, and is celebrated for its writing, performances, and historical accuracy.

Sally Draper, portrayed by Kiernan Shipka, is one of the show's standout characters. She is the daughter of Don Draper (Jon Hamm) and Betty Draper (January Jones). Sally's journey reflects the struggles of growing up in a turbulent family during a transformative era. Kiernan Shipka's performance was widely praised, earning her recognition as a talented young actress. Shipka has expressed interest in revisiting Sally Draper's story in a potential spin-off2.

What do you think of Sally's character arc?",,22,68,0,0,PT16S,hd,public
Mad Men TV Show Wardrobe Peggy Olson Elisabeth Moss Red Dress,Rbh0Rpt9cDc,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-04-09T20:36:21Z,"eBay : https://www.ebay.com/itm/267163234732?mtype=aiv&mkcid=16&mkevt=1&ssspo=-lWmugVxR82&ssuid=-lWmugVxR82&media=YT&mkrid=711-127632-2357-0&widget_ver=freya&sssrc=4256139&jobId=7a2381f7-c78d-4c28-b48e-26ca2e281e09
 Dive into the world of Mad Men with these iconic Peggy Olson red dresses! Channel your inner Elisabeth Moss with these original wardrobe pieces. #MadMen #PeggyOlson #TVShowFashion 💃📺  #Television #Original",,22,102,0,0,PT16S,hd,public
Mad Men: A Fabulous Midcentury Modern Quiz,BtViAgHlW1g,QuizMatch,UCGgEABj6qYalzBm7NrNnv8A,2024-10-15T04:30:07Z,"Think you're a true fan of Mad Men? Test your knowledge of the iconic TV series set in the glamorous world of 1960s advertising.

This quiz will challenge you with questions about the show's characters, plotlines, and historical references. Can you identify the advertising agency where Don Draper works? Do you know the name of Peggy Olson's first child? And can you quote some of the show's most memorable lines?

This quiz is a must-play for any fan of Mad Men who wants to prove their ultimate knowledge of the series. So, gather your friends and see who's the ultimate Mad Man!

Keywords: Mad Men, quiz, trivia, TV show, 1960s, advertising, Don Draper, Peggy Olson, Joan Holloway, Roger Sterling, Betty Draper, historical drama, AMC, Matthew Weiner, Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, John Slattery, Christina Hendricks, Mad Men quiz, trivia quiz, fan quiz, challenge, test your knowledge, pop culture quiz, TV show quiz, Mad Men trivia, 1960s trivia, TV show quiz, AMC quiz, Jon Hamm quiz, Elisabeth Moss quiz, Vincent Kartheiser quiz, January Jones quiz, John Slattery quiz, Christina Hendricks quiz, Mad Men characters, Mad Men plotlines, Mad Men historical references, Mad Men trivia questions, Mad Men fan quiz, Mad Men challenge, Mad Men test your knowledge, Mad Men pop culture quiz, Mad Men TV show quiz

Feel free to share your scores and any other thoughts.  We're always looking for new ideas for quizzes in the comments.  So be sure to leave yours.

Just starting our channel, but here's the plan. 
✔ Loads of quizzes to play 
✔ New ones added daily 
✔Free to play 
✔ No login required 
✔ Interactive 


Legal Disclaimer
All videos are meant for entertainment purposes only. We accept no liability for any loss as the result of errors, mistakes, or omissions in these videos. The information in these videos should not be taken as fact. Please do your own due diligence and do not base any decisions on the information contained in these videos.  Answers are fact-checked on the internet and believed to be correct at the time of video posting.  The images shown in the video are AI (artificial intelligence) generated.  They do not represent the information in the questions, brands, companies, or persons mentioned in the quiz videos. The images do not necessarily reflect the information in the questions and are just for entertainment only.


All images, graphics, and voiceovers are our own creations utilizing Generative AI (license held)

All music is from YouTube audio library no attribution required.","bingeworthyshows,sitcomfans,Mad Men,quiz,trivia,TV show,1960s,advertising,Don Draper,Peggy Olson,Joan Holloway,Roger Sterling,Betty Draper,historical drama,AMC,Matthew Weiner,Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,John Slattery,Christina Hendricks,Mad Men quiz,trivia quiz,fan quiz,challenge,test your knowledge,pop culture quiz,Mad Men challenge,Mad Men test your knowledge",24,35,0,0,PT55S,hd,public
Mad Men TV Show Wardrobe Prop Megan Jessica Pare Earrings,2qGDWyjLP0Y,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-06-28T14:24:25Z,"eBay : https://ebay.us/m/DVQRVa
 Shop iconic TV show wardrobe props! 👠📺 #MadMen #WardrobeProps",,22,85,1,0,PT16S,hd,public
Revisit Jon Hamm's Closet Session For Sunday's 'Mad Men' Premiere,zDcpXc46YAU,AtodaZmusicInfo,UCB-VHL8Xvk_7Dx1ooqhAIWg,2013-04-08T21:51:33Z,http://kbuenamusic.blogspot.com - Revisit Jon Hamm's Closet Session For Sunday's 'Mad Men' Premiere,"Jon Hamm,Mad Men",24,20,1,0,PT2M44S,sd,public
Mad Men TV Show Wardrobe Sally Draper Kiernan Shipka Sleepwear (01),1A8eZt-UURs,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-05-24T16:17:33Z,"eBay : https://ebay.us/m/ni4bUg
20% OFF all weekend long!
Shop the iconic Mad Men TV show wardrobe! #VintageFashion #KiernanShipka",,22,63,0,0,PT14S,hd,public
MAD MEN (tv show) relevant today. 2020 is no different from the 1960's,oxwcq7n3j0Y,All Pumped Up,UCl-sn9e3Y9broScMj-ARsrw,2020-08-20T18:47:30Z,Realize when talking with friends that we live in a revolving door. 2020 is no different from the 1960's,,24,19,2,0,PT3M2S,hd,public
Christina Hendricks Vintage Bracelet Screen Worn Prop from Mad Men TV Show,lAZx2ijmSTo,NewBeanMeister22,UCz0CFmWykIY0FqpkF7GgbuA,2025-07-17T19:00:46Z,"Christina Hendricks Vintage Bracelet Screen Worn Prop from Mad Men TV Show


This is another prop from the TV show Mad Men. This is the first of several pieces of jewelry I have that was worn by Christina Hendricks, who plays Joan Harris. 


Learn more about her here: https://en.wikipedia.org/wiki/Christina_Hendricks
From Wikipedia: Christina Rene Hendricks (born May 3, 1975) is an American actress and former model. With an extensive career on screen and stage, she has received various accolades, including two Screen Actors Guild Awards and two Critics' Choice Awards, as well as nominations for six Primetime Emmy Awards. She is known for her role as Joan Harris on the critically acclaimed AMC period drama series, Mad Men (2007–2015). In 2010, a poll of female readers taken by Esquire magazine named her ""the sexiest woman in the world"". She was also voted ""Best Looking Woman in America.""

Learn more about Mad Men here: https://en.wikipedia.org/wiki/Mad_Men
From Wikipedia: Mad Men is an American period drama television series created by Matthew Weiner and produced by Lionsgate Television. It ran on cable network AMC from July 19, 2007, to May 17, 2015, with seven seasons and 92 episodes. It is set during the period of March 1960 to November 1970.

Mad Men begins at the fictional Sterling Cooper advertising agency on Madison Avenue in Manhattan, New York City, and continues at the new firm of Sterling Cooper Draper Pryce (later named Sterling Cooper & Partners) in the Time-Life Building at 1271 Sixth Avenue. According to the pilot episode, the term ""Mad men"" was coined in the 1950s by advertisers working on Madison Avenue to refer to themselves, ""Mad"" being short for ""Madison"".



BeanMeister22 and crew fly Alaska Airlines:
https://www.alaskaair.com

We stay at The Hilton Hawaiian Village while in Hawaii:
https://en.wikipedia.org/wiki/Hilton_Hawaiian_Village","BeanMeister22,BM22,Alaska Airlines,Hawaii,Honolulu,Joan Harris,Christina Hendricks,Joan Holloway,Mad Men TV Show,MadMen,Mad men,Screen Used Prop,Mad Men Prop,Christina Rene Hendricks,Vintage Bracelet,Collectible,Collectable,Vintage collectable,TV show Collectable,AMC period drama series,voted Best Looking Woman in America,AMC TV series,Lionsgate Television,Sterling Cooper advertising agency,Madison Avenue,Sterling Cooper Draper Pryce,Jon Hamm,Don Draper",22,19,2,2,PT3M50S,hd,public
Mad Men TV Show Wardrobe Prop Megan Jessica Pare Black Dress,3p07g8GVFOM,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-07-31T17:03:27Z,"eBay : https://ebay.us/m/LNV0OL
Iconic Mad Men dress for sale! 🖤👗 #VintageStyle #MadMen",,22,119,0,0,PT16S,hd,public
Mad Men TV Show Prop Wardrobe Peggy Olson Elisabeth Moss Clip on Earring,Mb-utxY_oD4,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-07-09T15:05:41Z,"eBay : https://ebay.us/m/6K1WUX
 Shop iconic TV show props 📺💍 #MadMen #ElisabethMoss  #Television",,22,31,0,0,PT16S,hd,public
Mad Men TV Show Wardrobe Costume Joan Christina Hendricks Black Dress,HJnOi7uocTg,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-05-29T14:36:40Z,"eBay : https://ebay.us/m/wFFpFY
 Md Men Shop iconic TV show wardrobe pieces! 👗 #MadMen #Costume  #ChristinaHendricks",,22,77,0,0,PT16S,hd,public
"Mad Men TV Show Theme - Cover by The Future Past, Off The Grid, San Francisco 2017",1XFQg5JtJso,Vincent James,UCnB0a_kVVa0ToihwT0r307g,2021-08-13T21:20:41Z,,,22,15,0,0,PT1M37S,hd,public
Mad Men TV Show Wardrobe Costume Prop Joyce Ramsay Jacket & Business Card,WxvK72oI3Bo,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-05-23T14:21:11Z,"eBay : https://ebay.us/m/UO7hd8
Complete your Mad Men collection with these iconic wardrobe pieces 📺👔 #MadMen #TVProps",,22,62,0,0,PT16S,hd,public
Mad Men TV Show Wardrobe Prop Christina Hendricks Joan Bracelet (07),iXWAjqVGNuo,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-05-20T20:14:00Z,"eBay : https://ebay.us/m/RdtFB1
Shop iconic TV show props! Add some vintage glam to your wardrobe 👗💍 #MadMen #TVShowProps",,22,51,0,0,PT14S,hd,public
Mad Men TV Show Prop Wardrobe Costume Betty January Jones Bracelet (03),EIsN2dU5wzk,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-06-11T16:49:01Z,"eBay : https://ebay.us/m/kKSy5K
Channel your inner Betty Draper with this stunning bracelet! ✨ #MadMen #VintageStyle",,22,27,2,0,PT24S,hd,public
Mad Men TV Show Wardrobe Prop Christina Hendricks Joan Bracelet (03),pzE1KYnr_cg,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-06-15T18:51:44Z,"eBay : https://ebay.us/m/eUmJEt
 Own a piece of TV history with this Christina Hendricks Joan bracelet! 💫📺 #MadMen #TVshow",,22,32,1,0,PT19S,hd,public
Mad Men TV Show Wardrobe Sally Draper Kiernan Shipka Sleepwear (03),eP0V2tq1vuE,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-05-10T14:55:14Z,"eBay : https://www.ebay.com/itm/267223189313?mtype=aiv&mkcid=16&mkevt=1&ssspo=-lWmugVxR82&ssuid=-lWmugVxR82&media=YT&mkrid=711-127632-2357-0&widget_ver=freya&sssrc=4256139&jobId=f2edc0f8-136d-4f9a-8252-86bae81ca0fa
Extra 20% off 2 or more items with code SUNRISECOLLECT2

Own a piece of television history with these Mad Men wardrobe items featuring iconic characters like Sally Draper, Joyce Ramsay, Betty, and Peggy Olson! 📺✨ #MadMen #TVShow #WardrobeCollection #IconicCostumes #TelevisionHistory",,22,36,0,0,PT16S,hd,public
Mad Men TV Show Wardrobe Prop Christina Hendricks Joan Bracelet (03),7YO7q-iRP4U,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-06-13T20:07:40Z,"eBay : https://ebay.us/m/rkvM62
 Elevate your style with this iconic Mad Men wardrobe prop 💼✨ #MadMen #TVShow",,22,20,0,0,PT19S,hd,public
Mad Men TV Show Prop Wardrobe Costume Betty January Jones Bracelet (02),KRsLZy4MQPc,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-06-10T13:53:54Z,"eBay : https://ebay.us/m/LjEoWg
Own a piece of TV history! Channel your inner Betty with this bracelet 💫 #MadMen #JanuaryJones",,22,20,1,0,PT20S,hd,public
Mad Men TV Show Wardrobe Prop Christina Hendricks faux Amethyst Ring Damaged,_H2dt9BTCUQ,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-06-09T00:08:16Z,"eBay : https://ebay.us/m/ANs6eQ
Add a touch of glamour to your wardrobe with this Christina Hendricks faux Amethyst ring! 💍#MadMen",,22,19,1,0,PT22S,hd,public
Mad Men TV Show Prop Wardrobe Betty January Jones Brooch (02),TcSVQutSqAY,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-07-04T14:45:21Z,"eBay : https://ebay.us/m/ZFv2J3
 Elevate your style with these iconic TV show prop brooches! 💼✨ #MadMen #WardrobeCollection",,22,25,1,0,PT16S,hd,public
Mad Men TV Show Prop Wardrobe Costume Betty January Jones Bracelet (02),5Denbw1AvXY,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-10-25T22:48:52Z,"eBay : https://ebay.us/m/fYgB8n
Get the iconic Betty January Jones bracelet! 💫📺 #MadMen #TVShowProp",,22,11,0,0,PT20S,hd,public
Mad Men TV Show Prop Wardrobe Betty January Jones Brooch (02),kqUpSMTD6XY,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-07-15T19:17:00Z,"eBay : https://ebay.us/m/IVmHdQ
 Explore these iconic Mad Men TV show prop wardrobe brooches! 💼✨ #MadMen #TVProps",,22,9,0,0,PT16S,hd,public
Mad men TV show season 6 #scenes #tvshow #madmen #advertising #scenes #romance #affairs,5xHx_lYs_Vs,🎥 PULP MOVIES🎥,UCAJFAq7nGaoLKIeRIRNlKog,2025-11-22T07:14:33Z,,,1,3,0,0,PT48S,hd,public
Mad Men TV Show Prop Wardrobe Costume Betty January Jones Bracelet (05),uyPC5uB2kkE,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-11-28T02:45:12Z,"eBay : https://ebay.us/m/yB5CuT
January Jones Own a piece of Mad Men history! 🕰️✨ #MadMen #TVProps #JanuaryJones",,22,9,0,0,PT22S,hd,public
Mad Men TV Show Prop Wardrobe Costume Betty January Jones Bracelet (02),Yq7clmZPtOI,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-11-11T12:06:52Z,"eBay : https://ebay.us/m/XrbO6F
Mad Men vibe with Betty's iconic bracelet! 🕰️✨ #MadMen #JanuaryJones",,22,3,0,0,PT20S,hd,public
Mad men TV show season 7 #scenes #tvshow #madmen #advertising #marketing #businessgrowth,DL1JzcLgsXM,🎥 PULP MOVIES🎥,UCAJFAq7nGaoLKIeRIRNlKog,2025-11-25T07:14:10Z,,,1,1,0,0,PT58S,hd,public
Mad Men TV Show Prop Wardrobe Costume Betty January Jones Bracelet (02),q45IKaKQR_M,ComedyTvShowChannel,UC0QEh0VUnnnFg7Uoe0xOlZg,2025-11-25T17:29:30Z,"eBay : https://ebay.us/m/2U2qDz
January Jones Iconic Mad Men Betty Draper Bracelet! 💍📺 #MadMen #JanuaryJones",,22,8,0,0,PT20S,hd,public
