slug,show_title,start_year,imdb_title_id,imdb_primary_title,imdb_start_year,confidence_score,needs_review,match_status,top_candidates
say_yes_to_the_dress,Say Yes To The Dress,,tt37797056,Say Yes to the dress,2021,125,yes,auto_match,tt37797056:Say Yes to the dress(2021)[125] | tt1166709:Say Yes to the Dress(2007)[125] | tt28760113:Say Yes to the Dress with Tan France(2023)[25] | tt21292192:Say Yes to the Dress: Poland(2022)[25] | tt16365406:Say Yes to the Dress India(2021)[25]
sex_and_the_city,Sex and The City,,tt6357232,Sex and the City,2012,125,yes,auto_match,tt6357232:Sex and the City(2012)[125] | tt0159206:Sex and the City(1998)[125]
shark_tank,Shark Tank,,tt4731466,Shark Tank,2015,125,yes,auto_match,tt4731466:Shark Tank(2015)[125] | tt1442550:Shark Tank(2009)[125] | tt37330356:Shark Tank Nepal(2025)[25] | tt32223746:Shark Tank Bangladesh(2024)[25] | tt37188592:Shark Tank Brasil: Versão Creators(2024)[25]
suits,Suits,,tt19495202,Suits,2022,125,yes,auto_match,"tt19495202:Suits(2022)[125] | tt8084058:Suits(2018)[125] | tt1632701:Suits(2011)[125] | tt29485142:Suits LA(2025)[25] | tt37980104:Suits (Format, Mongolian)(2024)[25]"
survivor,Survivor,,tt10971210,Survivor,2019,125,yes,auto_match,tt10971210:Survivor(2019)[125] | tt8107806:Survivor(2016)[125] | tt8787648:Survivor(2005)[125] | tt7504196:Survivor(2003)[125] | tt0283799:Survivor(2001)[125]
temptation_island,Temptation Island,,tt35931863,Temptation Island,2025,125,yes,auto_match,tt35931863:Temptation Island(2025)[125] | tt8694398:Temptation Island(2019)[125] | tt28504410:Temptation Island(2015)[125] | tt0313135:Temptation Island(2002)[125] | tt0397205:Temptation Island(2002)[125]
the_amazing_race,The Amazing Race,,tt23863500,The Amazing Race,2020,125,yes,auto_match,tt23863500:The Amazing Race(2020)[125] | tt0285335:The Amazing Race(2001)[125] | tt7221332:The Amazing Race AfterBuzz TV AfterShow(2017)[25] | tt11092732:The Amazing Race 1 (China)(2014)[25] | tt6095264:The Amazing Race China(2014)[25]
the_bachelor,The Bachelor,,tt13072446,The Bachelor,2020,125,yes,auto_match,tt13072446:The Bachelor(2020)[125] | tt10409030:The Bachelor(2012)[125] | tt2364950:The Bachelor(2003)[125] | tt0313038:The Bachelor(2002)[125] | tt38933301:The Bachelors(2025)[25]
the_first_48,The First 48,,tt13423730,The First 48,2020,125,yes,auto_match,tt13423730:The First 48(2020)[125] | tt0423652:The First 48(2004)[125] | tt14644064:The First 48: Playing with Fire(2021)[25] | tt9303692:The First 48 Presents: Homicide Squad Atlanta(2019)[25] | tt22436166:The First 48: Scared Silent(2017)[25]
the_kelly_clarkson_show,The Kelly Clarkson Show,,tt21329818,The Kelly Clarkson Show,2020,125,yes,auto_match,tt21329818:The Kelly Clarkson Show(2020)[125] | tt9022950:The Kelly Clarkson Show(2019)[125]
the_office,The Office,,tt10193026,The Office,2024,125,yes,auto_match,tt10193026:The Office(2024)[125] | tt20877972:The Office(2022)[125] | tt8305218:The Office(2019)[125] | tt2186395:The Office(2012)[125] | tt1791001:The Office(2010)[125]
the_traitors,The Traitors,,tt33347879,The Traitors,2025,125,yes,auto_match,tt33347879:The Traitors(2025)[125] | tt15557874:The Traitors(2023)[125] | tt35659774:The Traitors South Korea(2026)[25] | tt37428629:The Traitors Brasil(2026)[25] | tt37593730:The Traitors México(2026)[25]
the_unexplained,The Unexplained,,tt13906768,The Unexplained,2020,125,yes,auto_match,tt13906768:The Unexplained(2020)[125] | tt5822252:The Unexplained(2016)[125] | tt2361182:The Unexplained(2011)[125] | tt0354342:The Unexplained(1996)[125] | tt29191952:The Unexplained with Howard Hughes(2018)[25]
undercover_boss,Undercover Boss,,tt1870273,Undercover Boss,2011,125,yes,auto_match,tt1870273:Undercover Boss(2011)[125] | tt1442553:Undercover Boss(2010)[125] | tt1717534:Undercover Boss(2009)[125] | tt13475002:Undercover Boss Colombia(2017)[25] | tt3454304:Undercover Boss Austria(2013)[25]
unsolved_mysteries,Unsolved Mysteries,,tt9642938,Unsolved Mysteries,2020,125,yes,auto_match,tt9642938:Unsolved Mysteries(2020)[125] | tt0094574:Unsolved Mysteries(1987)[125] | tt1417761:Unsolved Mysteries of the Second World War(1992)[25] | tt3198940:America's 60 Greatest Unsolved Mysteries and Crimes(2010)[5] | tt0103412:Final Appeal: From the Files of Unsolved Mysteries(1992)[5]
90_day_fiance,90 Day Fiance,,,,,,yes,no_match,
battlestar_galatica,Battlestar Galatica,,,,,,yes,no_match,
beverly_hills_90210,Beverly Hills 90210,,,,,,yes,no_match,
bourdain__parts_unknown,Bourdain - Parts Unknown,,,,,,yes,no_match,
doogie_howser_md,Doogie Howser M.D.,,,,,,yes,no_match,
dr_phil_show,Dr. Phil Show,,,,,,yes,no_match,
fifth_wheel,Fifth Wheel,,,,,,yes,no_match,
key__peele,Key & Peele,,,,,,yes,no_match,
maury_povitch,Maury Povitch,,,,,,yes,no_match,
my_600lb_life,My 600lb life,,,,,,yes,no_match,
rick__morty,Rick & Morty,,,,,,yes,no_match,
sally_jesse_raphael,Sally Jesse Raphael,,,,,,yes,no_match,
shash_of_sunset,Shash of Sunset,,,,,,yes,no_match,
the_fbi_files,The FBI Files,,,,,,yes,no_match,
the_rachael_ray_show,The Rachael Ray Show,,,,,,yes,no_match,
the_secrets_of_skinwalker_ranch,The Secrets of Skinwalker Ranch,,,,,,yes,no_match,
