video_id	show_slug	is_ugc	ugc_type	curated_label
Fz1sv-yEuWw	the_sopranos	1		
dHa95iy2lF0	the_sopranos	0		
OvX-4iK5oKI	the_sopranos	0		
KQE7oaPQr-8	the_sopranos	1		
1bpSOtuZyf0	the_sopranos	1		
HdP4Uq3IIgY	the_sopranos	1		
q71P6KDVWFE	the_sopranos	1		
KMx4iFcozK0	the_sopranos	1		
X7yRP2beZwg	the_sopranos	1		
swoEjZckJKc	the_sopranos	1		
kb7JdvuSpp4	the_sopranos	1		
TiRhqEJcs0k	the_sopranos	1		
OjoRvHIY5rk	the_sopranos	1		
